,title,year,rating,votes
46411,Little Bitches,2018,3.9,654
46412,Reno 911!: Miami,2007,5.9,"25,956"
46413,Bad Santa 2,2016,5.6,"21,941"
46414,Hooper,1978,6.4,"5,818"
46415,Mad Monster Party?,1967,6.7,"2,773"
46416,One Night with the King,2006,6.1,"6,612"
46417,Meet the Deedles,1998,4.1,"2,619"
46418,Duel in the Sun,1946,6.8,"7,773"
46419,Adam,2009,7.2,"33,139"
46420,Adolescence,2018,5.4,328
46421,The Bedford Incident,1965,7.4,"4,508"
46422,Personal Best,1982,6.3,"2,410"
46423,When Worlds Collide,1951,6.7,"6,888"
46424,Harry and Tonto,1974,7.4,"4,935"
46425,Beach Red,1967,6.3,"1,224"
46426,The Man from the Alamo,1953,6.5,"1,590"
46427,North Hollywood,2020,7.7,11
46428,Nine Dead,2010,5.5,"12,055"
46429,The Shaggy D.A.,1976,5.9,"2,543"
46430,The D Train,2015,5.0,"10,426"
46431,Silencer,2018,3.8,909
46432,Generation Um...,2012,4.0,"3,774"
46433,The Lucky Ones,2008,6.9,"13,301"
46434,From Noon Till Three,1976,6.6,"2,351"
46435,Corky Romano,2001,4.7,"12,309"
46436,Battle Drone,2018,5.2,"1,709"
46437,Creator,1985,6.2,"2,900"
46438,Our Man Flint,1966,6.5,"5,796"
46439,Stella's Last Weekend,2018,6.4,701
46440,Albion: The Enchanted Stallion,2016,5.2,"1,321"
46441,Losing Control,1998,4.4,317
46442,The Million Dollar Hotel,2000,5.9,"20,442"
46443,Satisfaction,1988,5.0,"3,289"
46444,Outrageous Fortune,1987,6.2,"7,112"
46445,The Other Woman,2009,6.3,"18,417"
46446,Manglehorn,2014,5.6,"6,985"
46447,Apparition,2019,3.1,496
46448,The Beach Girls,1982,5.0,"1,345"
46449,Destry Rides Again,1939,7.7,"9,756"
46450,Glen or Glenda,1953,4.2,"7,803"
46451,Hollywood Chainsaw Hookers,1988,5.3,"2,759"
46452,A Murder of Crows,1998,6.4,"7,426"
46453,Lipstick,1976,5.5,"1,918"
46454,Prefontaine,1997,6.8,"6,734"
46455,Mickey Blue Eyes,1999,5.8,"33,859"
46456,Benji,1974,6.2,"4,274"
46457,Lonely Are the Brave,1962,7.6,"7,818"
46458,Walking and Talking,1996,6.7,"3,011"
46459,The Boy,2015,5.5,"4,495"
46460,God Bless the Broken Road,2018,5.5,818
46461,Middle of Nowhere,2012,6.4,"1,496"
46462,I Confess,1953,7.3,"18,312"
46463,Solitary Man,2009,6.3,"15,365"
46464,The Nanny,2018,4.1,950
46465,Ink,2009,6.9,"20,773"
46466,Monsieur Verdoux,1947,7.9,"15,135"
46467,Travels with My Aunt,1972,6.5,"1,904"
46468,Big Legend,2018,4.9,"2,194"
46469,Cyrus,2010,6.3,"33,276"
46470,Run Silent Run Deep,1958,7.3,"9,918"
46471,Being Charlie,2015,6.2,"3,852"
46472,The House of Tomorrow,2017,6.2,"1,529"
46473,South Central,1992,6.8,"4,846"
46474,The Ladies Man,2000,5.2,"12,209"
46475,Murderers' Row,1966,6.0,"1,708"
46476,Bad Roomies,2015,5.1,"2,202"
46477,Dry Blood,2017,4.5,390
46478,They Live by Night,1948,7.5,"6,672"
46479,Mickey and the Bear,2019,6.5,721
46480,Young Doctors in Love,1982,5.5,"2,877"
46481,Lost in the Sun,2016,6.0,"3,558"
46482,Child Support,2019,4.1,19
46483,Waterloo Bridge,1940,7.8,"8,645"
46484,Colossus: The Forbin Project,1970,7.1,"7,885"
46485,Wild Oats,2016,5.7,"3,220"
46486,Cop,1988,6.4,"4,280"
46487,The Victim,2011,4.3,"1,938"
46488,Janelle Monáe: Dirty Computer,2018,7.3,708
46489,The Reluctant Fundamentalist,2012,6.9,"13,040"
46490,InSight,2011,4.9,991
46491,I Got the Hook Up 2,2019,3.2,288
46492,The Blood of Heroes,1989,6.5,"6,168"
46493,Small Town Crime,2017,6.6,"9,266"
46494,Femalien,1996,5.0,902
46495,Parallels,2015,6.1,"13,376"
46496,The Dark Side of the Sun,1988,5.5,"3,247"
46497,Gambit,1966,7.1,"4,960"
46498,The Concorde... Airport '79,1979,4.5,"5,412"
46499,Experiment in Terror,1962,7.2,"4,459"
46500,Dementia 13,1963,5.7,"6,697"
46501,A Patch of Blue,1965,8.0,"7,079"
46502,Roll Bounce,2005,6.1,"6,525"
46503,Almost an Angel,1990,5.6,"3,929"
46504,Things We Lost in the Fire,2007,7.2,"27,284"
46505,Out to Sea,1997,6.1,"7,758"
46506,A Hole in the Head,1959,6.3,"2,233"
46507,Happily N'Ever After,2006,4.5,"9,893"
46508,The Devil's Brigade,1968,6.8,"4,776"
46509,Shortcut to Happiness,2003,5.5,"4,939"
46510,One Chance,2013,6.8,"11,220"
46511,Lover Come Back,1961,7.2,"6,719"
46512,Enter Nowhere,2011,6.5,"8,821"
46513,Martin,1977,7.1,"9,539"
46514,Captive,2015,5.4,"6,310"
46515,A Brother's Honor,2019,5.4,179
46516,The Fighting Temptations,2003,5.6,"6,640"
46517,Mirrormask,2005,6.8,"22,098"
46518,Going My Way,1944,7.0,"10,059"
46519,Barney's Great Adventure,1998,3.1,"3,100"
46520,Boy Meets Girl,2014,7.1,"4,104"
46521,Change in the Air,2018,5.4,411
46522,Sleepwalker,2017,5.1,742
46523,The Hospital,1971,7.2,"5,344"
46524,Moscow on the Hudson,1984,6.5,"10,569"
46525,The Legend of Awesomest Maximus,2011,4.2,"2,812"
46526,Warrior Queen,1987,3.4,461
46527,Adam's Rib,1949,7.5,"18,793"
46528,Mister Lonely,2007,6.5,"7,312"
46529,Candy Corn,2019,3.8,673
46530,Twisted Twin,2020,5.6,39
46531,Everything Must Go,2010,6.4,"46,967"
46532,Saving Flora,2018,5.6,286
46533,An Acceptable Loss,2018,5.2,974
46534,Scorched Earth,2018,4.5,"2,469"
46535,Take the Money and Run,1969,7.3,"27,430"
46536,My Family,1995,7.3,"3,603"
46537,The Big Bet,1985,4.9,235
46538,Kit Kittredge: An American Girl,2008,6.5,"5,497"
46539,Space Truckers,1996,5.4,"6,458"
46540,7 Days to Vegas,2019,5.4,531
46541,Egg,2018,5.0,646
46542,Dance Flick,2009,3.5,"11,530"
46543,Proxy,2013,5.7,"3,851"
46544,Beat Street,1984,6.5,"3,362"
46545,The Circus,1928,8.2,"24,981"
46546,Revenge of the Ninja,1983,6.1,"4,253"
46547,The Electric Horseman,1979,6.4,"7,199"
46548,Not Fade Away,2012,6.0,"4,249"
46549,Gang Related,1997,6.5,"7,727"
46550,Slackers,2002,5.4,"13,593"
46551,Eloise,2016,4.6,"3,689"
46552,Bedtime Story,1964,6.8,"1,632"
46553,The True Adventures of Wolfboy,2019,7.2,54
46554,Good Sam,2019,5.6,"2,184"
46555,Smiley Face,2007,5.8,"15,987"
46556,City Hall,1996,6.2,"19,167"
46557,Of Human Bondage,1934,7.2,"6,040"
46558,Gung Ho,1986,6.3,"11,348"
46559,Random Harvest,1942,8.0,"6,668"
46560,Gunga Din,1939,7.3,"10,578"
46561,Melany Rose,2020,2.8,34
46562,Bunraku,2010,6.2,"18,812"
46563,My Name Is Sara,2019,5.5,151
46564,Topsy-Turvy,1999,7.3,"11,434"
46565,Scavenger Hunt,1979,6.0,"2,384"
46566,Wagons East,1994,4.9,"4,777"
46567,American Wrestler: The Wizard,2016,7.1,"1,787"
46568,Christmas Inheritance,2017,5.7,"8,337"
46569,All That Heaven Allows,1955,7.6,"12,758"
46570,Student Bodies,1981,5.6,"4,248"
46571,Death House,2017,3.0,"1,266"
46572,Even Cowgirls Get the Blues,1993,4.4,"6,939"
46573,The Dunwich Horror,1970,5.5,"3,583"
46574,Lay the Favorite,2012,4.8,"10,956"
46575,North Shore,1987,6.5,"2,255"
46576,Amelia,2009,5.8,"11,765"
46577,Best of the Best II,1993,5.6,"5,143"
46578,Love Affair,1994,6.0,"4,328"
46579,Prince Harming,2019,6.8,347
46580,The Bag Man,2014,5.2,"15,989"
46581,Collision Earth,2020,2.3,203
46582,Mr. Deeds Goes to Town,1936,7.9,"19,049"
46583,Colewell,2019,6.2,294
46584,1 Mile to You,2017,6.3,"2,174"
46585,The Guest House,2012,3.5,"1,310"
46586,Meet Bill,2007,6.2,"19,228"
46587,After Class,2019,5.6,417
46588,Human Nature,2001,6.4,"17,063"
46589,Ouija House,2018,3.0,807
46590,Cherry,2010,6.7,"4,358"
46591,Sweet Sweetback's Baadasssss Song,1971,5.5,"4,416"
46592,This Christmas,2007,6.3,"8,034"
46593,Clifford,1994,5.5,"6,544"
46594,Fireflies in the Garden,2008,6.5,"12,264"
46595,Herbie Goes to Monte Carlo,1977,5.7,"6,611"
46596,The Sisterhood,1988,3.6,399
46597,Dorm Daze,2003,4.6,"7,548"
46598,Our Lips Are Sealed,2000,5.2,"4,443"
46599,Holiday,1938,7.8,"13,747"
46600,Shipwrecked,1990,6.7,"2,397"
46601,We the Animals,2018,6.9,"3,528"
46602,Boarding School,2018,5.8,"2,723"
46603,Bobby Deerfield,1977,5.9,"3,660"
46604,Booty Call,1997,5.4,"8,122"
46605,Suspect,1987,6.6,"8,913"
46606,Gangster Land,2017,4.4,"1,313"
46607,Celebrity Sex Tape,2012,2.8,"2,627"
46608,The Addiction,1995,6.5,"8,588"
46609,Saint Judy,2018,6.0,834
46610,Rise: Blood Hunter,2007,4.9,"11,213"
46611,Deadly Switch,2019,4.5,796
46612,Eden,2012,6.6,"8,125"
46613,The Hills Have Eyes Part II,1984,3.8,"5,452"
46614,Madea Goes to Jail,2009,4.4,"11,181"
46615,Anywhere But Here,1999,6.2,"16,583"
46616,Miami Blues,1990,6.4,"7,509"
46617,Project X,1987,6.1,"9,919"
46618,Jinn,2014,4.2,"4,478"
46619,The Hindenburg,1975,6.3,"4,973"
46620,Envy,2004,4.8,"29,434"
46621,New in Town,2009,5.6,"21,213"
46622,Deadline,2009,4.6,"5,048"
46623,Moonlight Mile,2002,6.6,"13,299"
46624,The Crow: Salvation,2000,4.9,"10,605"
46625,The Butterfly Effect 3: Revelations,2009,5.6,"18,380"
46626,The Jazz Singer,1927,6.5,"8,728"
46627,Submission,2017,5.6,"1,061"
46628,Black Hearted Killer,2020,5.4,80
46629,White Line Fever,1975,6.2,"1,414"
46630,Katie Says Goodbye,2016,6.7,"1,434"
46631,The Last of Sheila,1973,7.3,"4,994"
46632,Song One,2014,5.8,"8,922"
46633,I.Q.,1994,6.2,"23,099"
46634,Small Apartments,2012,6.1,"7,064"
46635,Hopscotch,1980,7.1,"6,658"
46636,Class Act,1992,6.1,"6,735"
46637,All the King's Men,1949,7.5,"12,702"
46638,A Summer Place,1959,6.9,"2,808"
46639,The Bad and the Beautiful,1952,7.8,"12,753"
46640,A Tale of Love and Darkness,2015,6.0,"3,406"
46641,"Grandview, U.S.A.",1984,5.4,"1,700"
46642,Davy Crockett: King of the Wild Frontier,1955,7.0,"3,428"
46643,The Ladies Man,1961,6.4,"3,451"
46644,Hideaway,1995,5.3,"6,195"
46645,K2,1991,6.2,"6,291"
46646,Chance,2020,8.7,28
46647,Kiss and Kill,2017,2.6,337
46648,Jetsons: The Movie,1990,5.6,"4,576"
46649,Boo 2! A Madea Halloween,2017,3.8,"3,881"
46650,Rambling Rose,1991,6.6,"4,532"
46651,Shadows and Fog,1991,6.7,"15,687"
46652,Graveyard Shift,1990,4.9,"9,462"
46653,Ripley's Game,2002,6.6,"16,916"
46654,Torch Song Trilogy,1988,7.7,"6,542"
46655,Over Her Dead Body,2008,5.2,"23,536"
46656,Muppets from Space,1999,6.3,"17,570"
46657,Man's Favorite Sport?,1964,7.2,"4,595"
46658,Don't Bother to Knock,1952,6.9,"5,755"
46659,The Deadly Companions,1961,6.1,"2,009"
46660,Destiny Turns on the Radio,1995,4.5,"2,213"
46661,Code of Silence,1985,6.1,"6,619"
46662,Where the Buffalo Roam,1980,6.7,"10,935"
46663,"War, Inc.",2008,5.6,"21,234"
46664,Mr. Baseball,1992,6.0,"9,799"
46665,Fate Is the Hunter,1964,6.9,"1,477"
46666,Misty Button,2019,4.8,110
46667,Cats Don't Dance,1997,6.9,"6,846"
46668,She's Lost Control,2014,5.3,749
46669,Fading Gigolo,2013,6.2,"23,233"
46670,A Resurrection,2013,3.9,"1,592"
46671,Born,2007,3.6,525
46672,Teacher,2019,6.5,758
46673,Fire Birds,1990,4.8,"5,744"
46674,Deadly Detention,2017,3.4,"1,241"
46675,Dead Man on Campus,1998,6.1,"13,276"
46676,Joyeux Noel,2005,7.7,"26,952"
46677,The Office Mix-Up,2020,4.4,40
46678,Lost Horizon,1973,5.4,"2,109"
46679,The Ranger,2018,5.1,"1,704"
46680,Conrack,1974,7.3,"1,719"
46681,Fast Food Nation,2006,6.3,"23,015"
46682,Basmati Blues,2017,3.6,"1,631"
46683,A Funny Thing Happened on the Way to the Forum,1966,6.9,"8,145"
46684,Detour,1945,7.4,"14,193"
46685,Frogs,1972,4.4,"5,634"
46686,American Virgin,2009,4.3,"7,538"
46687,The Song of Bernadette,1943,7.6,"5,934"
46688,Birdman of Alcatraz,1962,7.8,"15,457"
46689,Havenhurst,2016,4.8,"3,504"
46690,Mixed Nuts,1994,5.5,"10,090"
46691,The Ghost Who Walks,2019,5.2,344
46692,Zandalee,1991,4.4,"3,329"
46693,Feast of Love,2007,6.6,"15,808"
46694,Inside,2016,4.7,"2,510"
46695,Kiss of Death,1995,5.9,"16,523"
46696,Bats,1999,3.9,"9,334"
46697,Better Living Through Chemistry,2014,6.3,"13,903"
46698,Sharky's Machine,1981,6.4,"5,233"
46699,Blood Money,2017,4.4,"1,901"
46700,Dutch,1991,6.5,"11,229"
46701,Incoming,2018,3.3,"1,360"
46702,Broken Arrow,1950,7.2,"7,296"
46703,Radium Girls,2018,7.6,41
46704,I Married a Witch,1942,7.2,"6,477"
46705,City of Ghosts,2002,6.0,"4,880"
46706,Hush,1998,5.5,"9,635"
46707,Eminence Hill,2019,4.9,344
46708,Creature from the Haunted Sea,1961,3.5,"2,440"
46709,The Big Trip,2019,5.3,728
46710,The Devil's Hand,2014,4.9,"3,550"
46711,The Little Foxes,1941,8.0,"9,866"
46712,Cheaper by the Dozen,1950,7.0,"4,513"
46713,Joy of Sex,1984,3.7,639
46714,Paris Blues,1961,6.7,"2,598"
46715,The Thief and the Cobbler,1993,7.1,"3,410"
46716,There Was a Crooked Man...,1970,7.0,"3,983"
46717,Dauntless: The Battle of Midway,2019,3.2,515
46718,Deliver Us from Eva,2003,6.1,"6,330"
46719,Godspell,1973,6.5,"3,040"
46720,One and Two,2015,5.2,"1,594"
46721,God Told Me To,1976,6.2,"4,436"
46722,Adult World,2013,6.1,"16,502"
46723,Not Without My Daughter,1991,6.4,"11,966"
46724,200 Cigarettes,1999,6.0,"14,418"
46725,Here on Earth,2000,5.2,"8,164"
46726,Cupid,2020,5.0,"1,194"
46727,Boys on the Side,1995,6.5,"11,529"
46728,A Case of You,2013,5.6,"11,080"
46729,Jezebel,1938,7.5,"11,539"
46730,Roger Dodger,2002,6.9,"16,682"
46731,Lady in the Lake,1946,6.6,"4,855"
46732,The Adventures of Pluto Nash,2002,3.8,"24,003"
46733,Clara,2018,6.7,"2,824"
46734,The Last Movie,1971,6.3,"1,640"
46735,Shenandoah,1965,7.3,"7,667"
46736,Infinitely Polar Bear,2014,7.0,"14,609"
46737,Love with the Proper Stranger,1963,7.4,"3,935"
46738,Faults,2014,6.7,"7,856"
46739,The Trip,1967,6.1,"4,260"
46740,Can't Stop the Music,1980,4.1,"3,499"
46741,ATM,2012,4.7,"22,377"
46742,King of Kings,1961,7.0,"6,806"
46743,Silent Movie,1976,6.7,"15,574"
46744,Lifted,2010,6.6,"1,552"
46745,The Tomorrow Man,2019,5.7,"1,155"
46746,A Christmas Prince,2017,5.7,"14,993"
46747,Seven Stages to Achieve Eternal Bliss,2018,5.2,356
46748,Welcome to the Jungle,2013,4.9,"12,034"
46749,Junior Bonner,1972,6.8,"5,068"
46750,Forbidden Zone,1982,6.7,"4,441"
46751,Dumbbells,2014,3.5,690
46752,Hell in the Pacific,1968,7.3,"7,444"
46753,Shock Treatment,1981,5.8,"4,390"
46754,Reckless,1984,6.4,"1,834"
46755,All I Need,2016,4.1,"1,006"
46756,Dirty Love,2005,3.6,"6,727"
46757,Knockaround Guys,2001,6.1,"22,034"
46758,Smoke Signals,1998,7.1,"9,471"
46759,Mr. Wonderful,1993,5.9,"3,015"
46760,Cleaner,2007,6.1,"36,714"
46761,The Appaloosa,1966,6.3,"2,796"
46762,The High and the Mighty,1954,6.8,"5,209"
46763,Man of the Year,2006,6.2,"31,354"
46764,Earth to Echo,2014,5.8,"18,060"
46765,Strain 100,2020,6.6,29
46766,Mr. Magoo,1997,4.0,"13,948"
46767,The Art of the Steal,2013,6.3,"22,787"
46768,Half Magic,2018,4.6,"1,109"
46769,The Devil's Rain,1975,5.0,"3,007"
46770,Breaking the Girls,2012,5.1,"3,284"
46771,Vincent N Roxxy,2016,5.5,"1,783"
46772,13 Ghosts,1960,6.1,"5,087"
46773,Marfa Girl 2,2018,4.9,250
46774,Communion,1989,5.6,"5,331"
46775,Krakatoa: East of Java,1968,5.5,"1,414"
46776,True Confessions,1981,6.3,"7,002"
46777,The Life and Times of Judge Roy Bean,1972,7.0,"7,016"
46778,The Thinning: New World Order,2018,3.8,"1,848"
46779,Zipper,2015,5.7,"6,523"
46780,Grand Canyon,1991,6.9,"14,419"
46781,Beowulf,1999,4.1,"10,973"
46782,Dear Dictator,2017,5.0,"3,546"
46783,Emperor of the North,1973,7.3,"5,490"
46784,Millennium,1989,5.8,"5,867"
46785,Lovewrecked,2005,4.8,"13,853"
46786,XX/XY,2002,5.9,"3,044"
46787,A Happening of Monumental Proportions,2017,4.7,666
46788,Stage Mother,2020,7.4,28
46789,Pawn Shop Chronicles,2013,5.9,"10,386"
46790,Frances,1982,7.4,"6,749"
46791,"He Said, She Said",1991,5.6,"5,893"
46792,Heaven,2002,7.0,"22,926"
46793,Cuck,2019,4.9,"3,870"
46794,Peacock,2010,6.2,"10,516"
46795,Gloria,1999,5.2,"5,308"
46796,Shakes the Clown,1991,5.6,"4,499"
46797,Clownhouse,1989,5.6,"4,220"
46798,Trail of the Pink Panther,1982,5.0,"9,288"
46799,Zelig,1983,7.7,"38,842"
46800,"Phoenix, Oregon",2019,5.0,182
46801,Fortress 2,2000,4.6,"6,351"
46802,2001 Maniacs,2005,5.3,"11,709"
46803,Bounty Killer,2013,5.5,"6,672"
46804,Healing River,2020,6.3,73
46805,Yankee Doodle Dandy,1942,7.7,"13,583"
46806,Ca$h,2010,6.0,"8,965"
46807,Escape from Planet Earth,2013,5.9,"24,146"
46808,Willow Creek,2013,5.1,"10,091"
46809,Three Fugitives,1989,6.2,"10,364"
46810,Sister Kenny,1946,7.2,923
46811,Impossible Monsters,2019,6.8,"1,736"
46812,The Bellmen,2020,4.4,58
46813,Cook Off!,2007,4.1,801
46814,Angel Face,1953,7.3,"6,503"
46815,The Great Gilly Hopkins,2015,6.5,"4,297"
46816,Inside Game,2019,5.7,203
46817,Supercross,2005,4.3,"4,324"
46818,Flash Gordon,1936,7.0,"2,093"
46819,The New Kids,1985,6.0,"2,471"
46820,Running for Grace,2018,6.1,"1,182"
46821,The Curse of the Jade Scorpion,2001,6.7,"37,042"
46822,The Shaggy Dog,2006,4.4,"17,875"
46823,Slumber Party Massacre III,1990,4.7,"2,319"
46824,Banshee Chapter,2013,5.5,"8,845"
46825,Henry Gamble's Birthday Party,2015,6.1,"2,290"
46826,Shining Through,1992,6.5,"8,903"
46827,Call of the Wild,1935,6.8,"1,769"
46828,Shock Corridor,1963,7.4,"10,521"
46829,Fatal Instinct,2014,4.3,436
46830,Indiscretion of an American Wife,1953,6.2,"2,379"
46831,Welcome to Me,2014,5.9,"17,812"
46832,The Way West,1967,6.2,"2,371"
46833,The Ice Harvest,2005,6.2,"22,889"
46834,The Slammin' Salmon,2009,6.4,"13,037"
46835,Marked Woman,1937,7.2,"3,359"
46836,Thriller,2018,3.7,857
46837,Metropolitan,1990,7.4,"9,136"
46838,Under Fire,1983,7.0,"6,662"
46839,The Singing Detective,2003,5.5,"8,061"
46840,Valiant,2005,5.5,"20,415"
46841,Lez Bomb,2018,5.0,967
46842,El Chicano,2018,5.3,941
46843,Love Ranch,2010,5.6,"2,893"
46844,Heaven Help Us,1985,7.0,"3,866"
46845,Nurse Betty,2000,6.1,"32,491"
46846,Kissing Jessica Stein,2001,6.4,"15,687"
46847,Deadbeat at Dawn,1988,6.7,"1,687"
46848,King Creole,1958,7.0,"4,274"
46849,Catchfire,1990,5.4,"3,235"
46850,Vile,2011,5.0,"5,478"
46851,Intrigo: Samaria,2019,5.1,133
46852,Absolutely Fabulous: The Movie,2016,5.4,"11,573"
46853,3 Ninjas: High Noon at Mega Mountain,1998,2.9,"10,322"
46854,The Owl and the Pussycat,1970,6.5,"3,196"
46855,Lies and Alibis,2006,6.4,"5,885"
46856,The Pick-up Artist,1987,5.3,"6,268"
46857,One-Eyed Monster,2008,4.2,"2,290"
46858,Limbus,2013,6.0,24
46859,The In-Laws,1979,7.3,"7,281"
46860,Use Me,2019,4.2,399
46861,Mogambo,1953,6.7,"7,234"
46862,Shattered Memories,2020,4.7,114
46863,Youth Without Youth,2007,6.2,"12,770"
46864,Horsemen,2009,5.6,"21,226"
46865,Eleven Eleven,2018,3.4,109
46866,Only the Lonely,1991,6.4,"9,817"
46867,Meet the Blacks,2016,4.8,"35,408"
46868,Alice,1990,6.6,"12,972"
46869,Hamlet,2000,5.9,"8,940"
46870,Joe's Apartment,1996,5.5,"12,313"
46871,Young Ones,2014,5.9,"9,044"
46872,The Life and Death of Peter Sellers,2004,6.9,"14,275"
46873,Village of the Giants,1965,3.6,"2,015"
46874,A Man Called Horse,1970,6.9,"7,870"
46875,Lilith,1964,6.9,"2,318"
46876,Leprechaun: Origins,2014,3.2,"4,873"
46877,Boogeyman,2005,4.2,"29,212"
46878,35 and Ticking,2011,5.6,"1,435"
46879,The New Centurions,1972,7.0,"2,182"
46880,Life with Mikey,1993,5.6,"5,275"
46881,Seems Like Old Times,1980,6.7,"8,314"
46882,"Surfer, Dude",2008,4.7,"8,211"
46883,Sweet and Lowdown,1999,7.2,"31,515"
46884,Twelve,2010,5.7,"11,722"
46885,The Upside of Anger,2005,6.8,"20,894"
46886,Killing Zoe,1993,6.5,"19,363"
46887,Powder Blue,2009,6.3,"13,859"
46888,Easy,2003,5.8,"1,601"
46889,Crooked Hearts,1991,6.0,874
46890,The Bikini Carwash Company II,1993,3.3,620
46891,The Sacrament,2013,6.1,"16,399"
46892,Enter the Ninja,1981,5.3,"4,017"
46893,Hansel and Gretel,1987,6.8,986
46894,The Package,1989,6.4,"8,335"
46895,The Ultimate Life,2013,5.8,"1,092"
46896,Garden Party,2008,5.5,"3,301"
46897,The Fighting Kentuckian,1949,6.5,"2,774"
46898,Being Frank,2018,5.9,949
46899,The Toxic Avenger Part II,1989,5.1,"5,971"
46900,Pokémon the Movie: I Choose You!,2017,6.3,"5,379"
46901,Stash House,2012,4.8,"2,518"
46902,Smooth Talk,1985,6.2,"1,649"
46903,The Muppet Christmas Carol,1992,7.7,"46,082"
46904,He Knows You're Alone,1980,5.0,"3,026"
46905,Cruise,2018,5.3,952
46906,Innocent Blood,1992,6.2,"8,987"
46907,Say It Isn't So,2001,5.0,"12,425"
46908,Trespass,1992,6.3,"9,818"
46909,The Singing Nun,1966,6.2,"1,118"
46910,Amusement,2008,4.9,"10,955"
46911,Hellraiser: Revelations,2011,2.7,"6,757"
46912,Daddy's Girl,2018,6.8,79
46913,Cheap Thrills,2013,6.7,"17,241"
46914,Love Potion No. 9,1992,5.7,"12,752"
46915,Police Academy 6: City Under Siege,1989,4.5,"27,452"
46916,The Group,1966,6.4,"1,401"
46917,Running with Scissors,2006,6.2,"21,657"
46918,My Boyfriend's Back,1993,5.4,"4,156"
46919,King of the Lumberjacks,1940,5.5,117
46920,I Wanna Hold Your Hand,1978,6.9,"4,203"
46921,Assassination Games,2011,6.1,"16,326"
46922,The Mountain,2018,5.5,"1,174"
46923,Ghosts Can't Do It,1989,2.2,"2,338"
46924,One False Move,1992,7.1,"9,435"
46925,Fire Down Below,1997,5.1,"16,279"
46926,After Everything,2018,6.3,968
46927,Passion Fish,1992,7.4,"4,869"
46928,Parasite,1982,3.9,"2,098"
46929,In Dreams,1999,5.5,"12,100"
46930,Iris,2001,7.0,"16,873"
46931,Unconquered,1947,7.0,"2,031"
46932,Take Me,2017,6.1,"3,657"
46933,Saturday the 14th,1981,4.7,"3,416"
46934,Smoke,1995,7.4,"32,366"
46935,Bobbie Jo and the Outlaw,1976,5.3,655
46936,American Kamasutra,2018,2.9,298
46937,Back to the Beach,1987,5.9,"2,664"
46938,Bonjour Tristesse,1958,6.9,"4,286"
46939,Snuff,1975,2.8,"1,494"
46940,The Wind and the Lion,1975,6.9,"7,908"
46941,Ice Cream Man,1995,4.9,"2,771"
46942,Equus,1977,7.2,"7,238"
46943,Dead Rising: Watchtower,2015,5.2,"8,190"
46944,Adverse,2020,7.9,262
46945,Mohawk,2017,4.5,"1,233"
46946,Hoodlum,1997,6.3,"10,309"
46947,Captivity,2007,4.7,"22,346"
46948,Consenting Adults,1992,5.8,"6,560"
46949,Mannequin: On the Move,1991,4.4,"5,563"
46950,Black Eagle,1988,3.8,"6,400"
46951,Diani & Devine Meet the Apocalypse,2016,7.1,177
46952,Viva Zapata!,1952,7.4,"9,999"
46953,Island of Lost Souls,1932,7.4,"7,837"
46954,Herbie Rides Again,1974,5.7,"7,125"
46955,Kuffs,1992,5.9,"9,626"
46956,20 Million Miles to Earth,1957,6.4,"6,172"
46957,Gladiator,1992,6.5,"7,936"
46958,360,2011,6.2,"15,611"
46959,Savage Beach,1989,4.2,"1,045"
46960,Track of the Cat,1954,6.5,"1,750"
46961,The Alphabet Killer,2008,5.2,"7,778"
46962,Speed of Life,2019,4.5,167
46963,The Final Terror,1983,5.2,"2,439"
46964,The Tribes of Palos Verdes,2017,5.8,"2,079"
46965,Detention,2011,5.7,"14,620"
46966,Mr. Roosevelt,2017,6.2,"2,409"
46967,God's Pocket,2014,6.1,"10,534"
46968,Animal Crackers,2017,5.4,526
46969,Feeling Minnesota,1996,5.4,"10,308"
46970,Johnny Handsome,1989,6.2,"8,602"
46971,Grand Hotel,1932,7.4,"16,674"
46972,My Favorite Year,1982,7.4,"8,424"
46973,I'm in Love with a Church Girl,2013,4.4,"1,713"
46974,Six Pack,1982,6.0,"2,626"
46975,Lemon,2017,4.6,"1,566"
46976,Book of Love,2004,5.4,"1,617"
46977,Little Manhattan,2005,7.5,"21,982"
46978,Crazy Mama,1975,5.5,588
46979,Mapplethorpe,2018,6.1,968
46980,The Private Life of Sherlock Holmes,1970,7.1,"10,184"
46981,A Good Woman,2004,6.5,"11,173"
46982,Billy Bathgate,1991,5.9,"11,037"
46983,Clover,2020,4.2,196
46984,Permanent Vacation,1980,6.4,"8,222"
46985,"The Long, Hot Summer",1958,7.4,"9,495"
46986,Happythankyoumoreplease,2010,6.8,"28,832"
46987,Depraved,2019,5.3,"1,072"
46988,Warriors of Virtue,1997,4.7,"2,757"
46989,How to Stuff a Wild Bikini,1965,4.7,"1,198"
46990,The Spanish Prisoner,1997,7.2,"21,391"
46991,All About the Benjamins,2002,5.9,"12,368"
46992,Alien from L.A.,1988,2.9,"3,318"
46993,Feardotcom,2002,3.4,"19,534"
